1,Article Title,Authors,Journal,Keywords,Abstract,Publication Year,DOI Link,Paper number,Read by,Overlapping papers,Relevant,Not_relevant_reason,Experiment_type,Management/Treatment_specific,Treatment_broad,Focus_broad,Focus_specific,Focus_details,BEF_focus,EF_group_broad,EF_group_specific,EF_specific,EF_details,Ecosystem function_measurement,Service/disservice,EF_dimens,EF_dimens_specific,Trophic level_function,AG_BG,Strata_EF,Relationship_management_function,context dependency_management_function,Biodiversity manipulation (broad),Biodiversity manipulation (specific),Dir/indir_biodiversity,Indirect_specific,Trophic level_biodiversity,Trophic group,Trophic group_broad,Functional group,Taxon_broad,Taxon_spec,Taxon_details,Div_level,Div_index,Div_index_specific,Relationship_diversity,Relationship assessment,Source result,Relationship_management_diversity,Context dependency_management_diversity,Climate change,Climate change (specific),Climate_response,Relationship_climate,Habitat,Habitat_response,Relationship_habitat,other covariate,which other covariate,BEF_context depend_broad,BEF_context depend_spec,Context dependency BEF_explanations,Ecosystem_type_broad,Ecosystem_type_specific,Continent,Country_broad,Country_details,GPS_N,GPS_E,Comment
132,Undestroyed winter cover crop strip in maize fields supports ground-dwelling arthropods and predation,"Triquet, C; Roume, A; Tolon, V; Wezel, A; Ferrer, A",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Agroecological practice; Vegetation strip; In-field habitat; Pest control; Spillover; Carabids; Slugs,"Intensification of agriculture, with landscape simplification and reduction of natural habitats, is known to contribute to the decline of arthropods. Implementation of agroecological practices and infrastructures in current cropping systems is expected to mitigate this biodiversity loss and provide pest regulation through natural enemies. The aim of this study was to assess the efficiency of an undestroyed strip of winter cover crop within maize fields to promote ground-dwelling arthropod spillover and their predation activity into fields. The field survey was carried out in 2019 and 2020 within 12 fields. Monitoring of ground-dwelling arthropod activity-density, richness, and predation rate, as well as slug activity-density, was conducted in the strip, in the cropped area and in a grassy field margin. The results show that activity-density of carabids, spiders, and slugs, and the predation rate were overall higher in the strip than in the cropped area or the field margin. No clear edge effect of the strip on arthropods in the cropped area was found, but predation rate was enhanced closer to the strip. We did not record a negative effect of the strip on the occurrence of slugs within the maize crop. The study shows that a mid-field strip of winter cover crops can be efficient for biodiversity conservation of ground-dwellings predators in agricultural landscapes and provide a potential pest control service in cropped fields.",2022,http://dx.doi.org/10.1016/j.agee.2021.107783,82,Jana,,Yes,NA,manipulative field experiment,Effect of cover crop strip in maize field on predation in field (distance from strip -> larger land use),Land use intensity,Cover crop effects,Cover crop distance,cover crop distance,NA,predation/parasitism,predation,predation rate,predation rate,attack rate on artificial caterpillars,service,rate,rate,3,AG,soil surface,neutral,"different stages of maize growth (stage/period has sig effect, ns:distance from strip, interaction)",Yes,strip of winter cover crops as habitat for predators,indirect,via land use,"3,4",predators,2nd_cons,arthropod predators,invertebrates,arthropods,"carabids, spiders",taxa,richness,richness,NA,NA,NA,neutral,"yes, different stages of maize growth (stage/period has sig effect, ns:distance from strip, interaction)",No,NA,NA,NA,Yes,function,positive,No,NA,NA,NA,NA,croplands,maize field,Europe,France,France,,,No BEF
133,Biological Properties and Organic Matter Dynamics of Soil in Pasture and Natural Regeneration Areas in the Atlantic Forest Biome,"Nogueira, LR; da Silva, CF; Pereira, MG; Gaia-Gomes, JH; da Silva, EMR",REVISTA BRASILEIRA DE CIENCIA DO SOLO,organic carbon; microbial biomass; arbuscular mycorrhizal fungi; biodiversity; forest fragment,"The removal of original vegetation for crops and pasture production and then followed by natural regeneration is a standard practice in the Atlantic Forest, which has produced patches with different degrees of degradation and regeneration across the landscape. The aim of this study was to evaluate the effects of replacement of native forest by pasture and natural regeneration of vegetation on soil and on soil organic matter (SOM) dynamics in the dry and rainy season in an Atlantic Forest fragment in Passa Vinte, Minas Gerais (MG), Brazil. Soil samples were collected in the rainy and dry season, at a depth of 0.00-0.05 m. The variables determined were total organic carbon (TOC) and particle-size fractions of SOM [particulate organic carbon (POC) and mineral-associated organic carbon (MOC)]; microbial activity by basal respiration (BR) and microbial biomass carbon (MBC); species richness (SR) and spore abundance (SA) of arbuscular mycorrhizal fungi (AMF); and total and easily extractable glomalin-related soil protein (T-GRSP and EE-GRSP, respectively). The conversion of native forest into pasture reduced TOC, POC, MOC, AMF-SA, T-GRSP, and EE-GRSP. However, it did not reduce MBC and BR. The fallow period in the area under natural regeneration was not long enough to restore soil TOC, POC, MOC, BR, MBC, T-GRSP, and EE-GRSP to levels approaching those observed in the forest area. Nevertheless, natural regeneration of vegetation stimulated the production of seedlings (spores) of arbuscular mycorrhizal fungi, which are important for the establishment of plant species and advance of ecological succession. Seasonality affected some of the biological soil properties and SOM dynamics.",2016,http://dx.doi.org/10.1590/18069657rbcs20150366,83,Oksana,,No,"No management effects (compared beetwing different ecosystem types: native forest, pastures, and areas of natural regeneration) and no BEF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"Contrasting effects of eucalyptus, pine and oak plantations on nest predation risk in Mediterranean grasslands","Faria, J; Sanchez-Oliver, JS; Beja, P; Moreira, F; Catry, I; Vasconcelos, S; Pina, S; Rotenberry, JT; Reino, L; Santana, J",FOREST ECOLOGY AND MANAGEMENT,,"Large scale afforestation (i.e., establishment of forests on farmland, grassland and other land not previously forested) is increasingly regarded as a cost-effective option to mitigate climate change by promoting carbon sequestration. However, this strategy can have negative biodiversity impacts, potentially causing the loss and fragmentation of open habitats of conservation value, as well as edge effects that can extend well beyond forest boundaries. Mitigating impacts of afforestation programs thus requires a detailed understanding of the mechanisms whereby they affect biodiversity, particularly where new plantations are established close to areas important for open habitat species. Here, we examined how afforestation with oak, pine or eucalyptus trees, commonly planted in Mediterranean Europe, may have distinct effects on nest predation risk of grassland birds in southern Portugal. We used artificial nests with quail eggs and camera traps to: (i) identify nest predators and estimate predation risk of ground-nesting birds in grasslands adjacent to oak, pine and eucalyptus plantations across a distance gradient (0 m to 300 m) from the plantation edge; and (ii) examine how predation risk was influenced by avian predator abundance, sward height and vegetation clearing for photo monitoring (nest-site manipulation), and their interactions with plantation type. Carrion crow was by far the main egg predator identified, followed by Montagu's harrier, raven and magpie. Overall, nest predation risk and predator abundance were higher around eucalyptus plantations, compared to either pine or oak plantations. Predation decreased with increasing sward height, but this effect was less noticeable when vegetation around nests was cleared. In pine and oak plantations, predation risk was slightly higher close to edges, and decreased with distance from the edge. Conversely, in eucalyptus plantations predation was lower close to edges, and increased with distance to edges. Distance effects around eucalyptus plantation were, however, absent in manipulated nests. Overall, results show that afforestation with different tree species has distinct impacts on predation risk of artificial nests in Mediterranean farmland. This is probably a consequence of an increasing structural complexity of the plantations, from oak to eucalyptus, driven by differences in tree growth rates and undergrowth cover. These findings suggest that farmland afforestation should favour agro-forest plantations with slow growing species (oak and pine) to mitigate negative effects on breeding grassland birds in adjacent open habitats.",2022,http://dx.doi.org/10.1016/j.foreco.2022.120116,84,Oksana,,No,No biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"Biodiversity increases multitrophic energy use efficiency, flow and storage in grasslands","Buzhdygan, OY; Meyer, ST; Weisser, WW; Eisenhauer, N; Ebeling, A; Borrett, SR; Buchmann, N; Cortois, R; De Deyn, GB; de Kroon, H; Gleixner, G; Hertzog, LR; Hines, J; Lange, M; Mommer, L; Ravenek, J; Scherber, C; Scherer-Lorenzen, M; Scheu, S; Schmid, B; Steinauer, K; Strecker, T; Tietjen, B; Vogel, A; Weigelt, A; Petermann, JS",NATURE ECOLOGY & EVOLUTION,,"Applying the concept of ecosystem energetics to a grassland biodiversity experiment, the authors show that the storage and flow of energy across the whole trophic network, both above- and belowground, becomes more efficient as plant diversity increases. The continuing loss of global biodiversity has raised questions about the risk that species extinctions pose for the functioning of natural ecosystems and the services that they provide for human wellbeing. There is consensus that, on single trophic levels, biodiversity sustains functions; however, to understand the full range of biodiversity effects, a holistic and multitrophic perspective is needed. Here, we apply methods from ecosystem ecology that quantify the structure and dynamics of the trophic network using ecosystem energetics to data from a large grassland biodiversity experiment. We show that higher plant diversity leads to more energy stored, greater energy flow and higher community-energy-use efficiency across the entire trophic network. These effects of biodiversity on energy dynamics were not restricted to only plants but were also expressed by other trophic groups and, to a similar degree, in aboveground and belowground parts of the ecosystem, even though plants are by far the dominating group in the system. The positive effects of biodiversity on one trophic level were not counteracted by the negative effects on adjacent levels. Trophic levels jointly increased the performance of the community, indicating ecosystem-wide multitrophic complementarity, which is potentially an important prerequisite for the provisioning of ecosystem services.",2020,http://dx.doi.org/10.1038/s41559-020-1123-8,85,Oksana,,Yes,NA,manipulative field experiment,Grasslands (treatment: plant diversity gradient; no land use tests),Biodiversity effects,Plant diversity,Plant community diversity,grassland plant diversity,Biodiversity (as management tool),Multitrophic energy dinamics,Multitrophic energy dinamics,Multitrophic biomass stock,biomass standing stock,total biomass standing stock,service,stock,stock,"whole-food-web (1,2,3,4)","AG, BG","herb, soil surface, soil",NA,NA,Yes,plant diversity,direct,direct,1,plants,plants,plants,plants,plants,plants,species,richness,richness,positive,P-value,Fig. 3,NA,NA,No,NA,NA,NA,No,NA,NA,Yes,"presence of plant functional groups (legumes, grasses, tall herbs, small herbs)",biotic properties of study system,plant functional trait,legume presence,grasslands,temporal grasslans,Europe,Germany,Germany,50° 55? N,11° 35? E,No management tests
136,"Biodiversity increases multitrophic energy use efficiency, flow and storage in grasslands","Buzhdygan, OY; Meyer, ST; Weisser, WW; Eisenhauer, N; Ebeling, A; Borrett, SR; Buchmann, N; Cortois, R; De Deyn, GB; de Kroon, H; Gleixner, G; Hertzog, LR; Hines, J; Lange, M; Mommer, L; Ravenek, J; Scherber, C; Scherer-Lorenzen, M; Scheu, S; Schmid, B; Steinauer, K; Strecker, T; Tietjen, B; Vogel, A; Weigelt, A; Petermann, JS",NATURE ECOLOGY & EVOLUTION,,"Applying the concept of ecosystem energetics to a grassland biodiversity experiment, the authors show that the storage and flow of energy across the whole trophic network, both above- and belowground, becomes more efficient as plant diversity increases. The continuing loss of global biodiversity has raised questions about the risk that species extinctions pose for the functioning of natural ecosystems and the services that they provide for human wellbeing. There is consensus that, on single trophic levels, biodiversity sustains functions; however, to understand the full range of biodiversity effects, a holistic and multitrophic perspective is needed. Here, we apply methods from ecosystem ecology that quantify the structure and dynamics of the trophic network using ecosystem energetics to data from a large grassland biodiversity experiment. We show that higher plant diversity leads to more energy stored, greater energy flow and higher community-energy-use efficiency across the entire trophic network. These effects of biodiversity on energy dynamics were not restricted to only plants but were also expressed by other trophic groups and, to a similar degree, in aboveground and belowground parts of the ecosystem, even though plants are by far the dominating group in the system. The positive effects of biodiversity on one trophic level were not counteracted by the negative effects on adjacent levels. Trophic levels jointly increased the performance of the community, indicating ecosystem-wide multitrophic complementarity, which is potentially an important prerequisite for the provisioning of ecosystem services.",2020,http://dx.doi.org/10.1038/s41559-020-1123-8,85,Oksana,,Yes,NA,manipulative field experiment,Grasslands (treatment: plant diversity gradient; no land use tests),Biodiversity effects,Plant diversity,Plant community diversity,grassland plant diversity,Biodiversity (as management tool),Multitrophic energy dinamics,Multitrophic energy dinamics,Multitrophic energy flux,multitrophic energy flow,total energy flow,service,flux,flux,"whole-food-web (1,2,3,4)","AG, BG","herb, soil surface, soil",NA,NA,Yes,plant diversity,direct,direct,1,plants,plants,plants,plants,plants,plants,species,richness,richness,positive,P-value,Fig. 3,NA,NA,No,NA,NA,NA,No,NA,NA,Yes,"presence of plant functional groups (legumes, grasses, tall herbs, small herbs)",No,No,NA,grasslands,temporal grasslans,Europe,Germany,Germany,50° 55? N,11° 35? E,No management tests
137,"Biodiversity increases multitrophic energy use efficiency, flow and storage in grasslands","Buzhdygan, OY; Meyer, ST; Weisser, WW; Eisenhauer, N; Ebeling, A; Borrett, SR; Buchmann, N; Cortois, R; De Deyn, GB; de Kroon, H; Gleixner, G; Hertzog, LR; Hines, J; Lange, M; Mommer, L; Ravenek, J; Scherber, C; Scherer-Lorenzen, M; Scheu, S; Schmid, B; Steinauer, K; Strecker, T; Tietjen, B; Vogel, A; Weigelt, A; Petermann, JS",NATURE ECOLOGY & EVOLUTION,,"Applying the concept of ecosystem energetics to a grassland biodiversity experiment, the authors show that the storage and flow of energy across the whole trophic network, both above- and belowground, becomes more efficient as plant diversity increases. The continuing loss of global biodiversity has raised questions about the risk that species extinctions pose for the functioning of natural ecosystems and the services that they provide for human wellbeing. There is consensus that, on single trophic levels, biodiversity sustains functions; however, to understand the full range of biodiversity effects, a holistic and multitrophic perspective is needed. Here, we apply methods from ecosystem ecology that quantify the structure and dynamics of the trophic network using ecosystem energetics to data from a large grassland biodiversity experiment. We show that higher plant diversity leads to more energy stored, greater energy flow and higher community-energy-use efficiency across the entire trophic network. These effects of biodiversity on energy dynamics were not restricted to only plants but were also expressed by other trophic groups and, to a similar degree, in aboveground and belowground parts of the ecosystem, even though plants are by far the dominating group in the system. The positive effects of biodiversity on one trophic level were not counteracted by the negative effects on adjacent levels. Trophic levels jointly increased the performance of the community, indicating ecosystem-wide multitrophic complementarity, which is potentially an important prerequisite for the provisioning of ecosystem services.",2020,http://dx.doi.org/10.1038/s41559-020-1123-8,85,Oksana,,Yes,NA,manipulative field experiment,Grasslands (treatment: plant diversity gradient; no land use tests),Biodiversity effects,Plant diversity,Plant community diversity,grassland plant diversity,Biodiversity (as management tool),Multitrophic energy dinamics,Multitrophic energy dinamics,community maintainance costs,maintainance efficiensy  - reversed to maintainance costs (metabolic quotient),biomass / respiration,service,rate,rate,"whole-food-web (1,2,3,4)","AG, BG","herb, soil surface, soil",NA,NA,Yes,plant diversity,direct,direct,1,plants,plants,plants,plants,plants,plants,species,richness,richness,positive,P-value,Fig. 3,NA,NA,No,NA,NA,NA,No,NA,NA,Yes,"presence of plant functional groups (legumes, grasses, tall herbs, small herbs)",No,No,NA,grasslands,temporal grasslans,Europe,Germany,Germany,50° 55? N,11° 35? E,No management tests
138,Organic Farming and Cover-Crop Management Reduce Pest Predation in Austrian Vineyards,"Reiff, JM; Kolb, S; Entling, MH; Herndl, T; Moth, S; Walzer, A; Kropf, M; Hoffmann, C; Winter, S",INSECTS,natural pest control; Lobesia botrana; grape berry moth; integrated vineyards; cover-crop management; sentinel cards; viticulture,"Simple Summary Global declines in arthropods necessitate a rethinking of current agricultural practices. Organic farming, complex landscapes with high proportions of seminatural habitats and local vineyard management practices such as implementation of flower-rich cover-crop mixtures may be a promising approach to enhance arthropod biodiversity and, thus, natural pest control in viticulture. We examined effects of organic farming, different types of vineyard inter-row vegetation, and landscape composition on natural pest control of a major grapevine pest, the grape berry moth Lobesia botrana, and identified its dominant natural enemies. Surprisingly, natural pest control was reduced by sown cover-crops and organic farming. Interestingly, bush crickets were one of the most dominant natural enemies in the Austrian study region. Negative effects of organic farming in our study are most likely related to high fungicide inputs. Thus, a promising approach to reduce fungicide input and, therefore, promote a more sustainable viticulture may be the implementation of fungus-resistant grape varieties. Habitat simplification and intensive use of pesticides are main drivers of global arthropod declines and are, thus, decreasing natural pest control. Organic farming, complex landscapes, and local vineyard management practices such as implementation of flower-rich cover-crop mixtures may be a promising approach to enhance predator abundance and, therefore, natural pest control. We examined the effect of organic versus integrated management, cover-crop diversity in the vineyard inter-rows, and landscape composition on the natural pest control of Lobesia botrana eggs and pupae. Predation of L. botrana pupae was reduced by organic farming and species-poor cover-crops by about 10%. Predation rates of L. botrana eggs did not differ significantly in any of the studied management options. Dominant predators were earwigs (Forficulidae), bush crickets (Tettigoniidae), and ants (Formicidae). Negative effects of organic viticulture are most likely related to the negative nontarget effects on arthropods related to the frequent sulfur and copper applications in combination with the avoidance of strongly damaging insecticides by integrated winegrowers. While a 10% difference in predation rates on a single pest stage is unlikely to have strong practical implications, our results show that the assumed effectiveness of environmentally friendly agriculture needs to be evaluated for specific crops and regions.",2021,http://dx.doi.org/10.3390/insects12030220,86,Oksana,,No,No biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Predation rates on semi-natural grasslands depend on adjacent habitat type,"Schneider, G; Krauss, J; Steffan-Dewenter, I",BASIC AND APPLIED ECOLOGY,Edge effects; Ground-dwelling predators; Ecosystem services; Nature conservation; Habitat fragmentation; Land-use change; Landscape ecology; Functional spillover,"Spillover in ecological systems, that is the dispersal or foraging of organisms across habitat borders, can affect ecosystem functioning and food web interactions of local communities. While spillover of organisms from perennial habitats into agricultural fields received some attention in the context of ecosystem service provisioning, the spillover into semi-natural habitats has rarely been addressed, although spillover of generalist predators or competition for pollinators can have consequences for nature conservation. We studied predation rates of ground-dwelling predators on 20 calcareous grasslands, with either coniferous forest or a crop field as adjacent habitat. As prey items we exposed 32,000 ladybird eggs on the grasslands. Within two study periods (June to September) predation rates were higher at warm compared to cool days, but did not depend on the study period itself or the distance from the edge where prey items were placed. In each study period we found higher predation rates when coniferous forest was the adjacent habitat, however, only on cool days. On warm days, prey items were consumed to very high extents (often 100%), which did not allow the detection of possible differences between adjacent habitat types. The higher predation rates on grasslands adjacent to forests can be explained by predator spillover from forests to grasslands. We conclude that semi-natural habitats provide not only ecosystem services in adjacent human dominated habitats, but are also exposed to antagonistic spillover effects. Such antagonistic spillover should be considered in conservation strategies for semi-natural habitats.",2013,http://dx.doi.org/10.1016/j.baae.2013.08.008,87,Oksana,,Yes,NA,manipulative field experiment,Habitat complexity (as covariate),Habitat complexity (as covariate),Landscape heterogeneity,NA,NA,NA,predation/parasitism,predation,predation rate,predation,"predation rate, using sentinel prey",service,rate,rate,3,AG,soil surface,neutral,pest stage (eggs vs pupae),Yes,cover crop diversity (inter-rows of vineyards),direct,direct,1,plants,plants,plants,plants,plants,cover crops,species,richness,richness,positive,P-value,"Table 3, Fig. 2",NA,NA,No,NA,NA,NA,"Yes,  heterogenous landscapes with high percentage of woody seminatural habitats",function,neutral,No,NA,No,No,NA,croplands,vineyards,Europe,Austria,Austria,47°54'55'' N,16°41'40'' E,positive land use effcet on EF  (lower in organic due to higher coper and sulfur application in organic)
139,Predation rates on semi-natural grasslands depend on adjacent habitat type,"Schneider, G; Krauss, J; Steffan-Dewenter, I",BASIC AND APPLIED ECOLOGY,Edge effects; Ground-dwelling predators; Ecosystem services; Nature conservation; Habitat fragmentation; Land-use change; Landscape ecology; Functional spillover,"Spillover in ecological systems, that is the dispersal or foraging of organisms across habitat borders, can affect ecosystem functioning and food web interactions of local communities. While spillover of organisms from perennial habitats into agricultural fields received some attention in the context of ecosystem service provisioning, the spillover into semi-natural habitats has rarely been addressed, although spillover of generalist predators or competition for pollinators can have consequences for nature conservation. We studied predation rates of ground-dwelling predators on 20 calcareous grasslands, with either coniferous forest or a crop field as adjacent habitat. As prey items we exposed 32,000 ladybird eggs on the grasslands. Within two study periods (June to September) predation rates were higher at warm compared to cool days, but did not depend on the study period itself or the distance from the edge where prey items were placed. In each study period we found higher predation rates when coniferous forest was the adjacent habitat, however, only on cool days. On warm days, prey items were consumed to very high extents (often 100%), which did not allow the detection of possible differences between adjacent habitat types. The higher predation rates on grasslands adjacent to forests can be explained by predator spillover from forests to grasslands. We conclude that semi-natural habitats provide not only ecosystem services in adjacent human dominated habitats, but are also exposed to antagonistic spillover effects. Such antagonistic spillover should be considered in conservation strategies for semi-natural habitats.",2013,http://dx.doi.org/10.1016/j.baae.2013.08.008,87,Oksana,,Yes,NA,manipulative field experiment,Land use intensity (organic vs integrated management),Land use intensity,Organic/non-organic,Organic/non-organic,,NA,predation/parasitism,predation,predation rate,predation,"predation rate, using sentinel prey",service,rate,rate,3,AG,soil surface,positive,pest stage (eggs vs pupae),Yes,cover crop diversity (inter-rows of vineyards),direct,direct,1,plants,plants,plants,plants,plants,cover crops,species,richness,richness,positive,P-value,"Table 3, Fig. 2",NA,NA,No,NA,NA,NA,"Yes,  heterogenous landscapes with high percentage of woody seminatural habitats",function,neutral,No,NA,No,No,NA,croplands,vineyards,Europe,Austria,Austria,47°54'55'' N,16°41'40'' E,positive land use effcet on EF  (lower in organic due to higher coper and sulfur application in organic)
140,Soil multitrophic network complexity enhances the link between biodiversity and multifunctionality in agricultural systems,"Jiao, S; Lu, YH; Wei, GH",GLOBAL CHANGE BIOLOGY,agricultural systems; BEF relationships; multifunctionality; multitrophic network; soil biodiversity; soil phylotypes,"Belowground biodiversity supports multiple ecosystem functions and services that humans rely on. However, there is a dearth of studies exploring the determinants of the biodiversity-ecosystem function (BEF) relationships, particularly in intensely managed agricultural ecosystems. Here, we reported significant and positive relationships between soil biodiversity of multiple organism groups and multiple ecosystem functions in 228 agricultural fields, relating to crop yield, nutrient provisioning, element cycling, and pathogen control. The relationships were influenced by the types of organisms that soil phylotypes with larger sizes or at higher trophic levels, for example, invertebrates or protist predators, appeared to exhibit weaker or no BEF relationships when compared to those with smaller sizes or at lower trophic levels, for example, archaea, bacteria, fungi, and protist phototrophs. Particularly, we highlighted the role of soil network complexity, reflected by co-occurrence patterns among multitrophic-level organisms, in enhancing the link between soil biodiversity and ecosystem functions. Our results represent a significant advance in forecasting the impacts of belowground multitrophic organisms on ecosystem functions in agricultural systems, and suggest that soil multitrophic network complexity should be considered a key factor in enhancing ecosystem productivity and sustainability under land-use intensification.",###,http://dx.doi.org/10.1111/gcb.15917,88,Jana,,Yes,NA,field observation,"Maize/rice fields (no comparisons), landscape scale study",Biodiversity effects (observational),Consumer community diversity,Soil heterotrophs diversity,soil heterotrophs diversity,BEF,Multifunctionality,Multifunctionality,Multifunctionality,averaging,"multifunctionality (relative number of fungal ant pathogens ; extracellular enzyme activities related to sugar degradation [?- glucosidase and saccharase], chitin degradation [N- acetylglucosaminidase], P mineralization [phosphatase], soil dissolved organic C, N, and P availability, microbial C and N stocks ; soil sulfur [S], iron [Fe], copper [Cu], zinc [Zn], and 
 manganese [Mn] availability, involved in bioelectron transfer and  energy exchange in the epigeosphere)",service,combined,"stocks, rates, soil properties","2,3, soil",BG,soil,NA,NA,No,NA,indirect,via land use,"2,3",consumers,consumers,soil consumers,invertebrates,arthropods,invertebrates,taxa,richness,richness,neutral,correlation,Fig 1,NA,NA,No,NA,NA,NA,No,NA,NA,No,No,No,No,NA,croplands,"maize, rice fields",Asia,China,China,18.30°–48.35°N       ,87.61°– 99.91° E,"No management tests, many study sites across large latitudinal and longitudinal gradient"
141,Soil multitrophic network complexity enhances the link between biodiversity and multifunctionality in agricultural systems,"Jiao, S; Lu, YH; Wei, GH",GLOBAL CHANGE BIOLOGY,agricultural systems; BEF relationships; multifunctionality; multitrophic network; soil biodiversity; soil phylotypes,"Belowground biodiversity supports multiple ecosystem functions and services that humans rely on. However, there is a dearth of studies exploring the determinants of the biodiversity-ecosystem function (BEF) relationships, particularly in intensely managed agricultural ecosystems. Here, we reported significant and positive relationships between soil biodiversity of multiple organism groups and multiple ecosystem functions in 228 agricultural fields, relating to crop yield, nutrient provisioning, element cycling, and pathogen control. The relationships were influenced by the types of organisms that soil phylotypes with larger sizes or at higher trophic levels, for example, invertebrates or protist predators, appeared to exhibit weaker or no BEF relationships when compared to those with smaller sizes or at lower trophic levels, for example, archaea, bacteria, fungi, and protist phototrophs. Particularly, we highlighted the role of soil network complexity, reflected by co-occurrence patterns among multitrophic-level organisms, in enhancing the link between soil biodiversity and ecosystem functions. Our results represent a significant advance in forecasting the impacts of belowground multitrophic organisms on ecosystem functions in agricultural systems, and suggest that soil multitrophic network complexity should be considered a key factor in enhancing ecosystem productivity and sustainability under land-use intensification.",###,http://dx.doi.org/10.1111/gcb.15917,88,Jana,,Yes,NA,field observation,"Maize/rice fields (no comparisons), landscape scale study",Biodiversity effects (observational),Consumer community diversity,Soil heterotrophs diversity,soil heterotrophs diversity,BEF,Multifunctionality,Multifunctionality,Multifunctionality,averaging,"multifunctionality (relative number of fungal ant pathogens ; extracellular enzyme activities related to sugar degradation [?- glucosidase and saccharase], chitin degradation [N- acetylglucosaminidase], P mineralization [phosphatase], soil dissolved organic C, N, and P availability, microbial C and N stocks ; soil sulfur [S], iron [Fe], copper [Cu], zinc [Zn], and 
 manganese [Mn] availability, involved in bioelectron transfer and  energy exchange in the epigeosphere)",service,combined,"stocks, rates, soil properties","2,3, soil",BG,soil,NA,NA,No,NA,indirect,via land use,"2,3",consumers,consumers,soil consumers,microorganisms,protists,protists,taxa,richness,richness,neutral,correlation,Fig 1,NA,NA,No,NA,NA,NA,No,NA,NA,No,No,No,No,NA,croplands,"maize, rice fields",Asia,China,China,18.30°–48.35°N       ,87.61°– 99.91° E,"No management tests, many study sites across large latitudinal and longitudinal gradient"
142,Soil multitrophic network complexity enhances the link between biodiversity and multifunctionality in agricultural systems,"Jiao, S; Lu, YH; Wei, GH",GLOBAL CHANGE BIOLOGY,agricultural systems; BEF relationships; multifunctionality; multitrophic network; soil biodiversity; soil phylotypes,"Belowground biodiversity supports multiple ecosystem functions and services that humans rely on. However, there is a dearth of studies exploring the determinants of the biodiversity-ecosystem function (BEF) relationships, particularly in intensely managed agricultural ecosystems. Here, we reported significant and positive relationships between soil biodiversity of multiple organism groups and multiple ecosystem functions in 228 agricultural fields, relating to crop yield, nutrient provisioning, element cycling, and pathogen control. The relationships were influenced by the types of organisms that soil phylotypes with larger sizes or at higher trophic levels, for example, invertebrates or protist predators, appeared to exhibit weaker or no BEF relationships when compared to those with smaller sizes or at lower trophic levels, for example, archaea, bacteria, fungi, and protist phototrophs. Particularly, we highlighted the role of soil network complexity, reflected by co-occurrence patterns among multitrophic-level organisms, in enhancing the link between soil biodiversity and ecosystem functions. Our results represent a significant advance in forecasting the impacts of belowground multitrophic organisms on ecosystem functions in agricultural systems, and suggest that soil multitrophic network complexity should be considered a key factor in enhancing ecosystem productivity and sustainability under land-use intensification.",###,http://dx.doi.org/10.1111/gcb.15917,88,Jana,,Yes,NA,field observation,"Maize/rice fields (no comparisons), landscape scale study",Biodiversity effects (observational),Consumer community diversity,Soil heterotrophs diversity,soil heterotrophs diversity,BEF,Multifunctionality,Multifunctionality,Multifunctionality,averaging,"multifunctionality (relative number of fungal ant pathogens ; extracellular enzyme activities related to sugar degradation [?- glucosidase and saccharase], chitin degradation [N- acetylglucosaminidase], P mineralization [phosphatase], soil dissolved organic C, N, and P availability, microbial C and N stocks ; soil sulfur [S], iron [Fe], copper [Cu], zinc [Zn], and 
 manganese [Mn] availability, involved in bioelectron transfer and  energy exchange in the epigeosphere)",service,combined,"stocks, rates, soil properties","2,3, soil",BG,soil,NA,NA,No,NA,indirect,via land use,"2,3",consumers,consumers,soil consumers,microorganisms,"bacteria, fungi, archaea","archaea, bacteria, mycorrhiza, saprotrophic fungi",taxa,richness,richness,positive,correlation,Fig 1,NA,NA,No,NA,NA,NA,No,NA,NA,No,No,No,No,NA,croplands,"maize, rice fields",Asia,China,China,18.30°–48.35°N       ,87.61°– 99.91° E,"No management tests, many study sites across large latitudinal and longitudinal gradient"
